ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y
FNWB,24.42,54.03,74.62,51.02,Financials,191069180.2,0.349886742
FDBC,25.18,17.15,94.98,45.77,Financials,210908421.1,0.881703543
FWONA,78.04,43.29,50.13,57.15,Communication Services,14317038404,0.765441012
HFBL,15.96,54.03,47.57,39.18,Financials,68764964.58,-0.059732821
HALL,76.7,16.13,24.62,39.15,Financials,59242242.42,0.873222999
FRPT,70.92,54.03,52.43,59.13,Consumer,4048933151,1.415365913
IAC,42.5,10.56,20.92,24.66,Communication Services,7553869524,1.349270709
HBMD,78.27,54.03,41.84,58.05,Financials,11613679733,0.802095403
HROW,21.02,5.17,32.62,19.6,Health Care,185163220,0.526980045
GASS,51.47,17.65,6.79,25.3,Utilities,98943648.79,0.425946013
HLIT,83.89,78.67,61.25,74.6,Information Technology,899734382.2,1.352261022
FIBK,79.43,75.58,88.15,81.05,Financials,4427937841,0.768171119
ICCM,3.44,5.17,41.03,16.55,Health Care,76927720.25,1.945011783
GOOD,86.12,38.93,15.81,46.95,Financials,797849859.9,0.647501119
GGAL,89.21,85.99,10.74,61.98,Financials,1296254348,1.094143798
IDEX,59.47,16.13,4.05,26.55,Industrials,359275729.8,1.704444093
HCSG,40.07,90.55,67.43,66.02,Industrials,1246766240,0.667874534
FTEK,59.27,30.98,75.13,55.12,Industrials,40596203.16,0.948741189
FMAO,26.14,2.08,42.71,23.64,Financials,512051954.8,0.505934905
III,35.26,30.98,59.17,41.8,Information Technology,307960522.9,1.329741951
GSIT,58.87,30.98,73.91,54.58,Information Technology,88137187.2,0.798322649
GNTX,90.98,83.84,46.71,73.84,Consumer,6919487661,0.838473733
HOLI,65.96,8.59,7.75,27.43,Information Technology,952359767.1,0.570326736
IMKTA,47.62,12.01,10.99,23.54,Consumer,1798007632,0.567951991
HUBG,66.82,54.03,74.92,65.26,Industrials,2516708449,1.052784905
HSTO,1.67,54.03,10.89,22.2,Health Care,9360669.729,1.119785866
GURE,57.55,19.58,16.92,31.35,Utilities,37384768.68,0.573080504
HFFG,53.55,54.03,8.81,38.8,Consumer,307200562.2,1.005168758
INOD,22.7,19.58,3.8,15.36,Information Technology,218788035.9,1.425230214
GRFS,97.47,98.33,13.68,69.82,Health Care,10158732058,0.626474409
HALO,35.76,75.58,52.38,54.58,Health Care,5628016838,1.043972814
GEG,23.61,22.87,27.05,24.51,Health Care,38710984.59,0.494848298
IDN,58.36,30.98,37.54,42.29,Information Technology,41288750.8,1.475924646
GLPG,56.43,98.53,86.98,80.65,Health Care,3936923813,0.556641867
HCTI,58.21,5.17,21.07,28.15,Health Care,25740408.82,2.271468463
HLNE,79.28,63.8,1.87,48.32,Financials,3865810816,1.389358826
INCY,54.1,54.03,90.58,66.24,Health Care,16844776124,0.443173088
HBNC,73.15,38.93,96.61,69.56,Financials,771674217.2,0.773760934
ESSA,23.25,30.98,88.04,47.42,Financials,178319647,0.10879939
HRTX,22.44,83.84,6.99,37.76,Health Care,489913401.9,1.387488114
INVA,8.16,54.03,97.77,53.32,Health Care,1134787545,0.326337232
GH,34.85,66.44,11.7,37.66,Health Care,6340436855,1.619815879
ISEE,9.3,41.13,8.11,19.51,Health Care,1653833258,1.516082105
GOOG,97.24,96.66,81.23,91.71,Communication Services,1.53925E+12,1.328951916
IRBT,63.68,75.58,70.72,69.99,Consumer,1434699571,1.335654125
GSKY,25.43,54.03,2.18,27.21,Information Technology,1877622701,1.255201128
IIIV,73,8.59,22.29,34.63,Information Technology,918757587.8,1.63740742
FRST,49.95,38.93,79.38,56.09,Financials,329946672.4,0.603016491
HOLX,92.4,94.43,86.27,91.03,Health Care,18182364773,0.45246624
FTFT,48.33,54.03,13.53,38.63,Consumer,43399590.85,2.014552891
IART,53.44,75.58,77.36,68.79,Health Care,5029675547,0.847060203
ICFI,96.96,90.55,12.97,66.83,Industrials,1855853681,0.729953922
FISI,33.54,63.8,73.56,56.97,Financials,427303220.6,0.581736441
IMMP,9.52,66.44,11.96,29.31,Health Care,208763796.6,1.421868778
INSE,25.68,12.01,44.68,27.46,Consumer,255136581.2,1.217101947
ITRI,63.07,78.67,89.21,76.98,Information Technology,2215682560,1.322283027
HARP,15.2,5.17,5.57,8.65,Health Care,75428038.44,1.483312762
HTBI,31.1,63.8,76.75,57.22,Financials,432052204.5,0.480158022
GVP,61.45,68.54,54.31,61.43,Information Technology,31253503.94,1.164257974
GNTY,50,30.98,88.86,56.61,Financials,413276940,0.584175311
HMHC,56.84,75.58,89.82,74.08,Consumer,2685339985,0.953631579
HURC,63.88,54.03,51.93,56.61,Industrials,186459197.4,0.440941183
HBP,44.17,71.43,66.87,60.82,Industrials,292398236.6,1.157487222
HON,99.24,90.55,94.48,94.76,Industrials,1.34016E+11,0.955846261
HFWA,52.79,30.98,92.1,58.62,Financials,865624493.5,0.577303728
INVE,79.33,75.58,14.64,56.52,Information Technology,283923768.7,1.730304291
HDSN,91.08,19.58,43.67,51.44,Industrials,301344113.8,1.775841564
IDRA,11.04,41.13,39.97,30.72,Health Care,22266916.91,0.783696597
GROW,15.35,2.08,56.43,24.62,Financials,77629028.62,1.374379524
IIN,61.85,66.44,27.86,52.05,Health Care,222709656,0.581377713
INDB,31.97,21.99,76.8,43.58,Financials,3667939108,0.840850489
ISRG,89.11,77.91,67.68,78.23,Health Care,86386473937,1.55163789
GSM,56.18,91.01,5.83,51,Utilities,1208797203,1.855263836
GOOGL,97.24,96.66,81.23,91.71,Communication Services,1.53925E+12,1.335932259
GLPI,89.26,91.49,70.21,83.65,Financials,10785507025,0.764038179
ETSY,93.31,75.58,90.17,86.36,Consumer,12345422686,1.924191737
IRDM,86.32,75.58,49.39,70.43,Communication Services,4628173219,1.315405924
GIFI,71.68,54.03,77.66,67.79,Utilities,58368624.8,0.225018086
INSG,62.56,30.98,2.84,32.13,Information Technology,317214984.4,1.441708167
JBHT,69.66,83.84,86.73,80.07,Industrials,17826801203,0.908386521
HRZN,60.69,2.08,9.02,23.93,Financials,301912707.2,0.836565739
IMMR,61.09,42.43,0.71,34.74,Information Technology,158769493,1.243899528
HBT,31.71,30.98,25.68,29.46,Financials,491296313.3,0.699687266
HAS,96.81,96.45,93.16,95.47,Consumer,12503800636,0.899020415
HTBK,31.51,38.93,83.54,51.33,Financials,672943404.4,0.83235988
FRTA,75.99,45.54,3.55,41.69,Utilities,11613679733,0.060080092
JOBS,17.93,19.58,2.13,13.21,Industrials,4108949144,0.017522694
ICHR,90.73,83.84,33.99,69.52,Information Technology,844691495.6,2.087099924
HGEN,3.65,54.03,13.22,23.63,Health Care,143573113.1,2.261386402
GWGH,30.95,17.15,9.27,19.12,Financials,11613679733,0.843866532
IONS,47.52,54.03,72.19,57.91,Health Care,5439067291,0.897780241
IBCP,33.59,38.93,93.01,55.18,Financials,423152917.7,0.683528274
IVAC,61.04,68.54,55.17,61.58,Information Technology,132896804.3,0.956712925
HONE,34.5,30.98,98.63,54.7,Financials,690932538,0.660016379
HEAR,33.18,54.03,11.35,32.85,Information Technology,279812978.5,1.230327098
GNUS,3.5,12.01,55.85,23.78,Consumer,222045393.6,1.712024319
GOSS,11.04,54.03,78.72,47.93,Health Care,550575817.3,1.087880029
HMST,36.98,63.8,87.03,62.61,Financials,767282992.1,0.726147048
IIVI,88.75,68.54,77,78.1,Information Technology,6567195313,1.533890647
IDXX,90.37,94.43,58.66,81.16,Health Care,36421028720,1.258479996
HURN,47.42,44.55,32.78,41.58,Industrials,1101119435,0.735670557
GT,86.63,12.01,93.72,64.12,Consumer,3736083261,1.968721612
FISV,55.83,93.03,36.37,61.74,Information Technology,62784255533,0.86547733
HCAT,51.98,30.98,42,41.65,Health Care,907222728.4,1.658324262
IRIX,43.67,75.58,33.38,50.88,Health Care,58934488.97,0.832222933
GRPN,55.07,89.77,58.46,67.76,Consumer,608754682.3,1.254939462
HTBX,2.43,5.17,41.03,16.21,Health Care,11613679733,0.424470488
INSM,7.8,54.03,88.35,50.06,Health Care,2670172625,1.310405247
JBLU,94.58,90.55,71.33,85.49,Industrials,3624916016,1.557108847
ISSC,5.42,19.58,11.8,12.27,Industrials,127983800.9,0.653082762
HAYN,89.01,15.02,57.9,53.98,Utilities,457243575.1,1.071637681
GLRE,66.97,54.03,30.65,50.55,Financials,247909589.3,0.51870061
HSIC,88.15,97.64,59.73,81.84,Health Care,11035551760,0.624928046
INDP,9.3,5.17,41.03,18.5,Health Care,25601650.7,1.814772254
KRON,9.3,5.17,35.03,16.5,Health Care,283661005,1.463673177
HOOK,14.54,41.13,38.04,31.24,Health Care,82585623.66,1.156586248
IMOS,97.87,95.57,54.51,82.65,Information Technology,1131949247,1.006342694
GTEC,6.74,13.88,38.55,19.72,Industrials,42032556.3,1.374400873
IOSP,69.5,97.97,90.83,86.1,Utilities,2392953524,0.84120198
KBAL,17.22,13.88,92.45,41.19,Industrials,281458310.4,0.765928777
GWRS,85.87,30.98,64.84,60.56,Utilities,317565995.5,0.590087103
HEES,56.38,69.2,86.37,70.65,Industrials,1248658460,1.568799519
HMTV,64.94,43.29,28.37,45.53,Communication Services,157304625.2,1.217148444
KFRC,46.56,13.88,54.26,38.23,Industrials,1503294452,1.121381076
IZEA,16.01,10.56,21.18,15.92,Communication Services,73368275.9,1.372019905
GIII,70.87,89.77,56.23,72.29,Consumer,1338276787,1.588735726
IBKR,74.52,2.08,11.3,29.3,Financials,25411987860,1.174793275
INTA,61.65,8.59,45.67,38.64,Information Technology,1542834453,1.996884166
KZR,11.04,30.98,23.76,21.93,Health Care,757503428.9,1.195930925
ICLR,42.3,5.17,56.33,34.6,Health Care,18581956683,1.162916424
IEP,45.54,13.88,5.22,21.55,Industrials,15521723645,0.382738751
ILMN,70.42,99.01,79.89,83.11,Health Care,47259797540,1.239575666
KNDI,61.2,54.03,23.35,46.19,Consumer,200554187.3,1.355453606
HCCI,59.07,30.98,53.75,47.93,Industrials,649090854.5,1.108748538
HTHT,83.94,30.98,13.88,42.93,Consumer,9715709964,1.646826105
KRTX,6.48,30.98,15.96,17.81,Health Care,3367975929,1.152703797
HBAN,77.56,2.08,97.97,59.2,Financials,19083455978,1.132975728
IRMD,6.38,19.58,3.85,9.94,Health Care,428318369.6,1.379004125
JOUT,28.72,70.74,95.8,65.09,Consumer,787881980.7,1.007351206
HHS,47.26,75.58,6.64,43.16,Communication Services,54546977.31,0.586365151
JBSS,46.35,70.74,8.41,41.84,Consumer,887728360.9,0.28268613
HOPE,39.21,30.98,64.03,44.74,Financials,1739938383,0.732375751
ISTR,29.13,19.58,89.06,45.92,Financials,205482525.2,0.207381548
GTHX,16.26,54.03,66.57,45.62,Health Care,230182817.5,1.59676661
HSII,41.08,93.03,30.45,54.85,Industrials,636885069.2,1.196413156
HWBK,24.77,30.98,71.83,42.53,Financials,171571382.8,0.28141868
GRTS,18.19,54.03,74.27,48.83,Health Care,199507162.4,1.28647017
HELE,90.68,89.77,2.33,60.93,Consumer,4913319793,0.747017554
IOVA,9.3,30.98,16.51,18.93,Health Care,2575988781,1.869866724
KHC,43.97,97.16,91.24,77.46,Consumer,51381502399,0.240725212
HNNA,16.67,21.99,49.85,29.5,Financials,73659314.55,0.335924723
HA,90.93,81.56,64.69,79.06,Industrials,869480565.8,1.7146239
IMUX,9.3,66.44,20.67,32.13,Health Care,201173835,1.064613697
GLYC,1.82,30.98,34.45,22.42,Health Care,39682037.09,1.012421076
INTC,87.54,99.7,74.87,87.37,Information Technology,1.83841E+11,1.065026004
INDT,62.61,2.08,28.72,31.14,Financials,734522771.7,0.535026409
JACK,28.98,12.01,67.38,36.12,Consumer,1736930407,0.872295785
LAWS,80.8,89.21,31.1,67.04,Industrials,750395252.9,0.71216936
HCKT,44.58,93.03,29.23,55.61,Information Technology,750377212.5,0.559424898
KNSA,6.53,66.44,28.32,33.76,Health Care,651864585.4,1.077301218
HTLD,59.73,30.98,40.43,43.71,Industrials,1088472280,0.540528204
HBCP,28.47,38.93,86.68,51.36,Financials,307421667.3,0.550391832
KDNY,6.79,30.98,25.94,21.23,Health Care,881504320,1.230388908
LAKE,29.23,81.41,11.75,40.8,Consumer,121398514,0.369127885
ILPT,80.6,63.8,46.1,63.5,Financials,1011797699,0.735183659
IBOC,39.36,30.98,30.09,33.48,Financials,2563446488,0.903889714
HQY,75.18,41.13,65.25,60.52,Health Care,5357887155,0.722679303
KRYS,11.04,30.98,7.65,16.56,Health Care,1603921506,2.223290962
IROQ,25.03,2.08,58.41,28.5,Financials,75973668.32,0.037128939
HEXO,21.73,66.44,4.81,30.99,Health Care,182796457.1,2.258727752
IESC,77.1,13.88,38.15,43.04,Industrials,563351981.6,0.901366388
JRVR,76.44,38.93,62.01,59.13,Financials,887150558.7,0.598781427
ICPT,54.91,75.58,88.6,73.03,Health Care,475705962.5,1.299048624
HIBB,52.94,75.58,79.74,69.42,Consumer,586730887.3,1.75363048
ITCI,7.29,66.44,12.21,28.65,Health Care,4860620277,0.754763396
HNRG,3.19,30.98,15.45,16.54,Utilities,131760086.8,0.728088351
IMV,1.06,5.17,37.01,14.41,Health Care,97843064.97,1.062468618
GRTX,11.04,54.03,10.18,25.08,Health Care,49888155.54,0.747199722
IPAR,28.62,30.98,17.93,25.84,Consumer,2619341429,1.116416055
KIDS,7.35,5.17,42.5,18.34,Health Care,935966245,1.3751373
KDP,90.48,91.69,30.9,71.02,Consumer,51819515773,0.492614286
HAFC,50.56,54.03,94.38,66.32,Financials,703516695.2,0.922501465
INTG,61.96,19.58,61.3,47.61,Financials,109111047.9,-0.180734811
HWC,55.57,63.8,92.15,70.51,Financials,4126151936,1.137459613
LFUS,98.89,98.58,69.45,88.97,Information Technology,5834923891,1.243117019
LBAI,35.11,54.03,52.08,47.07,Financials,981411061.2,0.752912034
HSKA,31.26,66.44,79.23,58.98,Health Care,1197064684,1.016078234
JD,84.5,89.77,2.94,59.07,Consumer,98967945063,1.375873345
JAKK,54.51,79.58,63.22,65.77,Consumer,127279709.9,1.651960736
HTLF,40.22,38.93,58.87,46.01,Financials,1866407750,0.82786954
LAMR,47.67,42.86,16.77,35.76,Financials,11114514331,1.01056358
INFI,3.8,54.03,65.65,41.16,Health Care,69995834.67,1.807453856
KSPN,30.85,42.43,9.22,27.5,Information Technology,11440887.12,0.438592924
LNT,85.76,88.5,71.48,81.91,Utilities,14509574165,0.216012168
IMBI,36.88,30.98,36.58,34.81,Consumer,77360661.88,0.953618371
LPCN,14.24,30.98,2.38,15.86,Health Care,79392384.72,1.025894488
KOD,9.3,30.98,22.7,20.99,Health Care,334581383.6,2.919443389
LINC,64.89,43.95,68.19,59.01,Consumer,191320944.9,0.598298011
LCNB,24.27,21.99,0.3,15.52,Financials,185646101.7,0.553763838
IRTC,7.95,86.47,38.5,44.31,Health Care,3810692311,1.621722236
IMXI,26.19,79.03,56.59,53.93,Information Technology,745673709.3,0.582352331
LKQ,45.85,89.77,88.5,74.7,Consumer,14317563000,1.281019477
IBRX,1.57,54.03,13.93,23.18,Health Care,1583856160,2.173018916
INTU,95.9,87.72,80.75,88.12,Information Technology,1.20764E+11,1.568584233
HIFS,52.68,0.46,52.28,35.14,Financials,676050400,0.702116792
KINS,76.39,16.13,0.2,30.91,Financials,44677390.8,0.064717609
JVA,18.54,54.03,6.74,26.44,Consumer,17354140.96,0.467450254
IPGP,93.57,93.03,47.62,78.07,Information Technology,5209585504,1.290552463
LTRX,60.84,54.03,42.3,52.39,Information Technology,191591550.5,1.34771232
ITI,62.01,75.58,31,56.2,Information Technology,111964467.1,1.314514539
JAMF,62.72,8.59,45.67,38.99,Information Technology,3735837000,1.326512075
LSCC,63.32,78.67,63.12,68.37,Information Technology,6827267522,2.366779355
IHRT,68.84,10.13,7.29,28.76,Communication Services,2464399269,1.225245314
LBC,73.1,38.93,94.58,68.87,Financials,680073782.2,0.515918147
ICUI,56.79,77.91,58.97,64.56,Health Care,5070581684,0.751870892
LANC,53.04,73.25,43.87,56.72,Consumer,4153104050,0.365710609
KE,84.85,83.84,72.85,80.51,Information Technology,456476002.4,0.808637958
JJSF,28.52,45.49,10.94,28.32,Consumer,2806254599,0.452280838
KTCC,81.91,68.54,83.99,78.15,Information Technology,56930297.59,0.178406508
HSON,32.27,44.55,18.79,31.87,Industrials,92557707,1.128131545
LPLA,93.16,85.99,84.45,87.87,Financials,15251497056,1.506287893
LNTH,75.03,75.58,52.89,67.83,Health Care,4527102795,1.355861308
LYTS,79.94,72.04,42.76,64.91,Industrials,204076249.3,0.753523453
IMGN,7.04,19.58,64.54,30.39,Health Care,1120323043,1.400848778
HWKN,70.21,71.35,50.66,64.07,Utilities,786376858.7,0.703945182
MCRI,50.41,43.95,4.51,32.95,Consumer,1354290147,1.357964725
MATW,46,13.88,69.91,43.26,Industrials,947014002,0.962462375
IRWD,8.05,66.44,70.77,48.42,Health Care,1876527514,0.583569034
LIND,75.94,43.95,50.25,56.71,Consumer,765202033.7,1.939842534
KOPN,19.76,54.03,22.54,32.11,Information Technology,149783723.7,1.939098417
INFN,97.37,99.85,68.95,88.72,Information Technology,1693041412,1.359617883
IDBA,57.4,83.84,21.94,54.39,Information Technology,145266983.2,1.526978947
INBK,30.45,63.8,70.42,54.89,Financials,319659828.3,0.975590663
LCUT,49.65,54.03,64.44,56.04,Consumer,268629663.3,0.968193457
LULU,92.81,93.03,92.4,92.75,Consumer,46194418900,1.461234734
KIRK,27.91,75.58,35.76,46.42,Consumer,90635400.45,1.648115082
JYNT,7.14,54.03,27,29.39,Health Care,448590146.4,1.835498292
IQ,32.67,54.03,0.86,29.19,Communication Services,3178104936,1.990145255
LFVN,54.66,97.16,14.08,55.3,Consumer,54487175.76,0.619128198
MBWM,52.13,63.8,71.99,62.64,Financials,495896761.1,0.650868605
IBTX,39.61,30.98,85.61,52.07,Financials,2932093151,0.831465106
JAN,58.46,44.55,4,35.67,Industrials,6842332.2,1.279798677
HST,100,83.84,85.87,89.9,Financials,14375841432,1.148217769
LZ,39.06,13.88,48.28,33.74,Industrials,2928519395,1.299281996
LAND,80.45,38.93,7.35,42.24,Financials,1240996445,0.751929761
LSTR,93.26,72.04,95.04,86.78,Industrials,5654492816,0.832522089
LBRDA,39.44,43.29,68.01,50.24,Communication Services,18643159203,0.670786517
LLL,13.37,12.01,57.65,27.68,Consumer,8939652.27,1.631251918
ITIC,64.13,54.03,7.6,41.92,Financials,352073610.3,0.58014213
MELI,77.81,79.58,33.79,63.73,Consumer,50518535567,2.229855603
LPSN,76.8,54.03,27.36,52.73,Information Technology,1693075831,1.161037453
KTOS,37.28,23.99,83.33,48.2,Industrials,1924905429,1.064246524
KELYA,45.16,83.84,88.22,72.41,Industrials,762579675.5,1.062761868
JKHY,78.93,8.59,75.33,54.28,Information Technology,13862973282,0.581981168
KOR,6.03,15.02,52.18,24.41,Utilities,11613679733,0.371528598
LOB,38.65,30.98,33.18,34.27,Financials,1910299459,1.755275144
MDB,67.02,30.98,27.81,41.94,Information Technology,24296180560,2.27125161
MAXN,66.87,8.59,61.2,45.55,Information Technology,509244511.4,1.923663973
KLAC,62.92,8.59,90.63,54.04,Information Technology,48746136405,1.878746618
KALA,5.93,30.98,31.41,22.77,Health Care,55171443.8,1.007078968
LITE,91.03,99.01,78.98,89.67,Information Technology,5998376000,1.38301467
ISBC,32.47,30.98,89.51,50.99,Financials,3454167157,0.993689466
MNTV,67.07,54.03,60.03,60.38,Information Technology,2336608590,1.235128227
LGIH,77.2,54.03,82.32,71.18,Consumer,2328300244,1.347602744
INGN,89.41,83.84,38.7,70.65,Health Care,584139610.5,1.173298545
MLKN,74.47,13.88,95.14,61.16,Industrials,2370039918,1.291084033
LARK,22.54,30.98,72.24,41.92,Financials,125086398.8,0.100323404
MCBC,24.92,19.58,70.16,38.22,Financials,299379627.9,0.415863488
ITOS,8,5.17,35.03,16.07,Health Care,994675780,0.818624967
LQDA,13.73,54.03,64.18,43.98,Health Care,375128295.1,1.041328278
IDCC,86.52,87.72,33.13,69.12,Information Technology,1770924947,1.025952701
MIDD,69.35,88.68,63.83,73.95,Industrials,8530430563,1.037303733
ICAD,15.1,5.17,41.03,20.43,Health Care,91124417.42,1.286905378
HZNP,42.45,30.98,71.63,48.35,Health Care,22472141418,0.623069206
LBRDK,39.44,43.29,68.01,50.24,Communication Services,18643159203,0.661089994
KELYB,45.16,83.84,88.22,72.41,Industrials,758752529,0.776772993
LUMO,0.51,54.03,71.18,41.9,Health Care,69042242.5,0.560203685
MGI,75.63,78.67,72.64,75.65,Information Technology,972410415.9,1.008564364
JAZZ,8.41,66.44,93.31,56.05,Health Care,9711519689,0.737689648
LSXMA,71.48,69.88,77.1,72.82,Communication Services,14030491332,0.741429657
MEOH,99.44,97.97,98.48,98.63,Utilities,3732275858,0.730449649
MACK,11.04,66.44,10.03,29.17,Health Care,76304282.67,1.040202497
KURA,12.74,54.03,17.73,28.17,Health Care,997542491.9,1.330115121
LE,81.46,89.77,81.51,84.25,Consumer,485822620.9,1.75180114
JNCE,6.23,30.98,48.33,28.51,Health Care,266639573.8,1.055125256
KOSS,54.41,43.95,40.53,46.29,Consumer,59460667.5,1.364804953
LLNW,64.39,68.54,52.68,61.87,Information Technology,487823612.7,0.430105033
KLDO,2.99,30.98,19.81,17.92,Health Care,12360542.11,1.792499972
LOCO,50.46,54.03,44.93,49.81,Consumer,394261660.7,0.951086749
MAYS,59.22,73.15,11.09,47.82,Financials,80449779.8,-0.5392252
MXL,64.69,87.72,81.36,77.92,Information Technology,3911857470,4.118930942
MCBS,29.84,16.13,76.9,40.96,Financials,523565252.2,0.886598055
LGND,52.23,77.91,51.77,60.64,Health Care,1619868838,1.278040423
LIVE,31.76,69.3,8.16,36.41,Consumer,63419946.72,0.96040478
MPAA,54.81,81.46,65.6,67.29,Consumer,294931035.4,1.034440759
MDGL,12.74,66.44,16.16,31.78,Health Care,1222208607,1.185722319
LASR,63.73,75.58,14.94,51.42,Information Technology,613747571.6,1.640099146
MNTX,27,23.56,39.11,29.89,Industrials,150408875.6,0.422359274
KALU,95.04,97.64,84.3,92.33,Utilities,1541128705,1.0096359
MGNI,37.44,69.88,84.9,64.07,Communication Services,1354996454,2.566822665
LVO,19.86,19.58,21.78,20.41,Communication Services,60203102.51,1.342299785
MTBC,30.55,5.17,41.03,25.58,Health Care,56940071.58,1.213559412
LBTYA,90.12,91.36,58.11,79.86,Communication Services,12284226939,0.894396023
LSXMB,71.48,69.88,77.1,72.82,Communication Services,14022670131,0.623545534
LQDT,33.89,12.01,62.87,36.25,Consumer,531696211.8,1.443991303
NBEV,49.39,43.95,16.31,36.55,Consumer,59576612.33,1.517121534
MIND,48.83,54.03,9.12,37.33,Utilities,13774104,0.714845589
INO,3.6,5.17,28.42,12.39,Health Care,660899968.7,1.364192856
KVHI,62.06,78.67,32.07,57.6,Information Technology,152854458.2,0.819066687
NEPH,5.17,12.01,57.52,24.9,Consumer,40939239.47,0.721405976
MCFE,62.87,8.59,45.67,39.04,Information Technology,11613679733,0.372947735
LGO,77.36,80.83,62.11,73.43,Utilities,535377459,1.321132802
KPTI,7.85,54.03,55.37,39.08,Health Care,501917765.8,0.824273525
MRSN,0.05,30.98,60.23,30.42,Health Care,349535477.6,1.664761577
MYGN,39.16,54.03,63.42,52.2,Health Care,1702430558,1.461800436
MTCH,42.2,43.29,23.45,36.31,Communication Services,23039552550,1.711979558
LOGC,4.46,30.98,14.99,16.81,Health Care,15495780.78,1.007319937
MERC,94.33,91.01,43.77,76.37,Utilities,1022408326,0.772208054
MDLZ,98.68,96.86,98.23,97.92,Consumer,88280488485,0.430184942
KLIC,94.73,8.59,62.61,55.31,Information Technology,2941826210,1.895981119
MLVF,19.15,38.93,92.25,50.11,Financials,120642013,0.169610603
MANH,67.88,95.57,24.87,62.77,Information Technology,8289963610,1.306912353
LECO,73.81,97.8,99.19,90.27,Industrials,7732766203,0.872496509
KEQU,7.65,22.87,83.74,38.09,Health Care,38946627.08,0.218925082
LAUR,67.12,70.74,23.3,53.72,Consumer,1967807412,0.591283383
LIVN,94.38,94.43,92.05,93.62,Health Care,4126641665,1.044453261
LBTYB,90.12,91.36,58.11,79.86,Communication Services,12287604079,0.67504808
MBCN,49.29,30.98,81.86,54.04,Financials,152536483,0.220816968
NDAQ,95.49,86.83,89.61,90.65,Financials,25803360408,0.904940604
MODV,67.93,71.35,75.58,71.62,Health Care,1439138583,1.281583219
LMAT,27.61,41.13,2.48,23.74,Health Care,957324016.2,0.974657466
MPB,30.14,30.98,95.95,52.36,Financials,418016390,0.629615115
NBIX,48.02,66.44,87.34,67.27,Health Care,8712345666,0.39994736
MIRM,14.69,30.98,44.33,30,Health Care,775037004.8,0.572416881
LRCX,69.2,8.59,74.06,50.62,Information Technology,66488886742,1.812466883
NGM,7.24,86.47,10.44,34.72,Health Care,1031506588,0.724338665
KALV,9.6,19.58,24.97,18.05,Health Care,330352225.8,1.326447024
LHCG,56.13,54.03,39.06,49.74,Health Care,5171584289,1.063301621
LWAY,17.33,73.4,62.06,50.93,Consumer,87979135.2,0.501215955
MCFT,84.4,70.74,63.27,72.8,Consumer,442846955.9,1.123753995
KRNY,31.21,19.58,95.59,48.79,Financials,845660160,0.671391953
LSXMK,71.48,69.88,77.1,72.82,Communication Services,14030491332,0.783781767
NLOK,97.42,8.59,66.21,57.4,Information Technology,14797332573,0.561326806
MGNX,22.24,54.03,28.93,35.06,Health Care,465454913.2,1.232618743
NEPT,17.53,12.01,57.52,29.02,Consumer,33515541.47,1.106651096
MESA,2.89,81.36,12.87,32.37,Industrials,121198723.8,1.368088349
MYRG,94.93,13.88,52.48,53.77,Industrials,1312066448,1.129647447
LEE,40.02,45.14,64.89,50.02,Communication Services,142312491.1,1.008157847
MTEM,17.38,30.98,17.27,21.88,Health Care,93466381.34,1.178184224
MRTN,76.09,13.88,72.34,54.1,Industrials,1458654375,0.640775854
MDRX,48.07,83.84,54.96,62.29,Health Care,2356710469,0.536138516
NRIM,29.74,16.13,93.26,46.38,Financials,231298158.9,0.672832194
LOGI,91.84,87.72,93.36,90.97,Information Technology,11483893171,1.250244271
LWLG,27.25,23.35,3.95,18.19,Information Technology,1253125395,3.6747246
LBTYK,90.12,91.36,58.11,79.86,Communication Services,12284226939,0.889194402
MMSI,97.11,94.43,85.56,92.37,Health Care,3560623023,0.863012714
MPWR,89.56,83.84,57.95,77.12,Information Technology,19156813750,1.924554683
MANT,82.37,80.4,18.69,60.49,Industrials,3325616092,0.330275515
NTIC,56.08,19.58,58.26,44.64,Utilities,105586369.6,0.333196735
LMNL,48.38,54.03,33.74,45.38,Health Care,22878366.72,0.904384154
NMFC,50.05,21.99,23.96,32,Financials,1292331812,0.324741432
LILA,55.5,91.82,23.18,56.83,Communication Services,2110508120,1.223423168
KFFB,19.81,16.13,23.71,19.88,Financials,59171148,-0.047777726
MOFG,33.69,38.93,95.85,56.16,Financials,453287711.3,0.67277976
LRMR,11.04,54.03,16.06,27.04,Health Care,70133382,0.500408051
LIXT,9.7,5.17,16.26,10.38,Health Care,22972298.34,0.856222089
NBN,24.67,19.58,34.4,26.22,Financials,286837821.4,0.415737639
MDXG,30.8,54.03,45.24,43.36,Health Care,447743346.7,1.846328768
MITK,74.97,83.84,54.1,70.97,Information Technology,479362542.4,1.15595393
NUVA,8.31,83.84,26.14,39.43,Health Care,2804699353,1.066761601
NH,7.19,54.03,5.02,22.08,Health Care,83219285.73,1.137874142
NDLS,27.51,54.03,85.71,55.75,Consumer,262174615.6,1.426973589
MBII,53.75,54.03,80.6,62.79,Utilities,202324851.5,1.420260983
NAII,19.71,30.98,20.62,23.77,Consumer,57603107.98,0.544541399
MTRX,49.49,72.04,56.13,59.22,Industrials,178644377.6,1.037717766
MESO,5.12,54.03,53.8,37.65,Health Care,481336367,1.693108247
